technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
EAF,power,AL01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AL02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AL03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT22,0.0,0.008538385969505463,0.009080828965101515,0.008809607467302317,0.008809607467302255,0.008809607467302194,0.008809607467302255,0.008809607467302255,0.008809607467302163,0.008809607467302348,0.008809607467302225,0.008809607467302225,0.008809607467302286,0.008809607467302348,0.008809607467302147,0.008809607467302286,0.006235882017609803,0.0018265818049616497,0.001826581804961727,0.001826581804961644,0.000147931475074698,0.0035052321348486323,0.0035052321348485707,0.008809607467302317,0.008809607467302194,0.0053043753324536575,0.013842761301958658
EAF,power,AT31,0.0,0.021016152195859124,0.022351306707935614,0.021683729451895055,0.021683729451895117,0.02168372945189487,0.02168372945189518,0.0216837294518953,0.021683729451894437,0.021683729451895055,0.02168372945189518,0.021683729451894933,0.02168372945189518,0.02168372945189481,0.021683729451895055,0.021683729451894933,0.015348831269234524,0.004495899031545483,0.0,0.0009181558136262535,0.008498466167250042,0.008566974145306308,0.004495899031545668,0.008267918701910423,0.021683729451894933,0.013056045918860074,0.03407219811471801
EAF,power,AT32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,AT34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,BE10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,BE21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,power,BE22,0.0,0.004075443171373261,0.004334355758614485,0.0042048994649915294,0.004204899464991514,0.004204899464991421,0.004204899464991545,0.0042048994649914835,0.0042048994649914835,0.0042048994649914835,0.004204899464991514,0.0017056708210951472,0.0019815229542713263,0.0022740403918940066,0.0022740403918940374,0.0022740403918939836,0.00227404039189403,0.002274040391893999,0.0022740403918940144,0.0022740403918940213,0.0022740403918940374,0.0022740403918939758,0.0022740403918940066,0.0022740403918940374,0.0022740403918940374,0.0006009637215426827,0.006607265966013227
