,technology,location,capacity_type,technology_existing,scenario_
9104,cement_plant,HU33,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9105,cement_plant,IE04,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.16024573391120722
9106,cement_plant,IE05,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.14560924666835712
9107,cement_plant,IE06,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.2922326219013865
9108,cement_plant,IS00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9109,cement_plant,ITC1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.15312365399875238
9110,cement_plant,ITC2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9111,cement_plant,ITC3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9112,cement_plant,ITC4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.6500154517171725
9113,cement_plant,ITF1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0389716867753672
9114,cement_plant,ITF2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.10499174136318781
9115,cement_plant,ITF3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9116,cement_plant,ITF4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.14372757444082399
9117,cement_plant,ITF5,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.16833185778928758
9118,cement_plant,ITF6,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0308558950805135
9119,cement_plant,ITG1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.2185251509302173
9120,cement_plant,ITG2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0860184916460413
9121,cement_plant,ITH1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9122,cement_plant,ITH2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9123,cement_plant,ITH3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.15787486191562888
9124,cement_plant,ITH4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0853888218152256
9125,cement_plant,ITH5,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.16618407909520308
9126,cement_plant,ITI1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1184407721638705
9127,cement_plant,ITI2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.2170757353558627
9128,cement_plant,ITI3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9129,cement_plant,ITI4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1786786361937385
9130,cement_plant,LI00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9131,cement_plant,LT01,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9132,cement_plant,LT02,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1746233987161346
9133,cement_plant,LU00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.12833562169939888
9134,cement_plant,LV00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.146036133453456
9135,cement_plant,ME00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9136,cement_plant,MK00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9137,cement_plant,MT00,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9138,cement_plant,NL11,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9139,cement_plant,NL12,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9140,cement_plant,NL13,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9141,cement_plant,NL21,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9142,cement_plant,NL22,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9143,cement_plant,NL23,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9144,cement_plant,NL31,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9145,cement_plant,NL32,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9146,cement_plant,NL33,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9147,cement_plant,NL34,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9148,cement_plant,NL41,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9149,cement_plant,NL42,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9150,cement_plant,NO02,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9151,cement_plant,NO06,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9152,cement_plant,NO07,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9153,cement_plant,NO08,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9154,cement_plant,NO09,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9155,cement_plant,NO0A,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9156,cement_plant,NO0B,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9157,cement_plant,PL21,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9158,cement_plant,PL22,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.06650154492228
9159,cement_plant,PL41,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9160,cement_plant,PL42,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9161,cement_plant,PL43,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9162,cement_plant,PL51,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9163,cement_plant,PL52,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.5605353444094465
9164,cement_plant,PL61,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1736592483588294
9165,cement_plant,PL62,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9166,cement_plant,PL63,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9167,cement_plant,PL71,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.32803729750216487
9168,cement_plant,PL72,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.8353687050594234
9169,cement_plant,PL81,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.22640110127486648
9170,cement_plant,PL82,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9171,cement_plant,PL84,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9172,cement_plant,PL91,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9173,cement_plant,PL92,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9174,cement_plant,PT11,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9175,cement_plant,PT15,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.056025621197186105
9176,cement_plant,PT16,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.3206595321507191
9177,cement_plant,PT17,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.4053306378243926
9178,cement_plant,PT18,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.08391787311434809
9179,cement_plant,PT20,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9180,cement_plant,PT30,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9181,cement_plant,RO11,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1961410611032055
9182,cement_plant,RO12,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1586315503253907
9183,cement_plant,RO21,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1325276075125822
9184,cement_plant,RO22,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.187883842332714
9185,cement_plant,RO31,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.3428458898056923
9186,cement_plant,RO32,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9187,cement_plant,RO41,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9188,cement_plant,RO42,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.12244055528219511
9189,cement_plant,RS11,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9190,cement_plant,RS12,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9191,cement_plant,RS21,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9192,cement_plant,RS22,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9193,cement_plant,SE11,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9194,cement_plant,SE12,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9195,cement_plant,SE21,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.3519980341714768
9196,cement_plant,SE22,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9197,cement_plant,SE23,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0861305699990628
9198,cement_plant,SE31,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9199,cement_plant,SE32,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9200,cement_plant,SE33,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9201,cement_plant,SI03,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,1.1750150457248934e-05
9202,cement_plant,SI04,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1339735671906637
9203,cement_plant,SK01,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.19607013484268762
9204,cement_plant,SK02,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.1752192537463167
9205,cement_plant,SK03,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9206,cement_plant,SK04,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.07961354311722299
9207,cement_plant,TR10,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9208,cement_plant,TR21,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9209,cement_plant,TR22,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9210,cement_plant,TR31,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9211,cement_plant,TR32,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9212,cement_plant,TR33,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9213,cement_plant,TR41,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9214,cement_plant,TR42,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9215,cement_plant,TR51,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9216,cement_plant,TR52,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9217,cement_plant,TR61,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9218,cement_plant,TR62,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9219,cement_plant,TR63,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9220,cement_plant,TR71,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9221,cement_plant,TR72,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9222,cement_plant,TR81,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9223,cement_plant,TR82,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9224,cement_plant,TR83,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9225,cement_plant,TR90,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9226,cement_plant,TRA1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9227,cement_plant,TRA2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9228,cement_plant,TRB1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9229,cement_plant,TRB2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9230,cement_plant,TRC1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9231,cement_plant,TRC2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9232,cement_plant,TRC3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9233,cement_plant,UKC1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9234,cement_plant,UKC2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9235,cement_plant,UKD1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9236,cement_plant,UKD3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9237,cement_plant,UKD4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9238,cement_plant,UKD6,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9239,cement_plant,UKD7,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9240,cement_plant,UKE1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9241,cement_plant,UKE2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9242,cement_plant,UKE3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9243,cement_plant,UKE4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9244,cement_plant,UKF1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9245,cement_plant,UKF2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9246,cement_plant,UKF3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9247,cement_plant,UKG1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9248,cement_plant,UKG2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9249,cement_plant,UKG3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9250,cement_plant,UKH1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9251,cement_plant,UKH2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9252,cement_plant,UKH3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9253,cement_plant,UKI3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9254,cement_plant,UKI4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9255,cement_plant,UKI5,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9256,cement_plant,UKI6,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9257,cement_plant,UKI7,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9258,cement_plant,UKJ1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9259,cement_plant,UKJ2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
9260,cement_plant,UKJ3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,253,0.0
