,technology,location,capacity_type,technology_existing,scenario_
653,BF_BOF,UKJ2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
654,BF_BOF,UKJ3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
655,BF_BOF,UKJ4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
656,BF_BOF,UKK1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
657,BF_BOF,UKK2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
658,BF_BOF,UKK3,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
659,BF_BOF,UKK4,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
660,BF_BOF,UKL1,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
661,BF_BOF,UKL2,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
662,BF_BOF,UKM5,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
663,BF_BOF,UKM6,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
664,BF_BOF,UKM7,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
665,BF_BOF,UKM8,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
666,BF_BOF,UKM9,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
667,BF_BOF,UKN0,powerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpowerpower,703,0.0
668,BF_BOF_CCS,AL01,power,0,0.0
669,BF_BOF_CCS,AL02,power,0,0.0
670,BF_BOF_CCS,AL03,power,0,0.0
671,BF_BOF_CCS,AT11,power,0,0.0
672,BF_BOF_CCS,AT12,power,0,0.0
673,BF_BOF_CCS,AT13,power,0,0.0
674,BF_BOF_CCS,AT21,power,0,0.0
675,BF_BOF_CCS,AT22,power,0,0.0
676,BF_BOF_CCS,AT31,power,0,0.0
677,BF_BOF_CCS,AT32,power,0,0.0
678,BF_BOF_CCS,AT33,power,0,0.0
679,BF_BOF_CCS,AT34,power,0,0.0
680,BF_BOF_CCS,BE10,power,0,0.0
681,BF_BOF_CCS,BE21,power,0,0.0
682,BF_BOF_CCS,BE22,power,0,0.0
683,BF_BOF_CCS,BE23,power,0,0.0
684,BF_BOF_CCS,BE24,power,0,0.0
685,BF_BOF_CCS,BE25,power,0,0.0
686,BF_BOF_CCS,BE31,power,0,0.0
687,BF_BOF_CCS,BE32,power,0,0.0
688,BF_BOF_CCS,BE33,power,0,0.0
689,BF_BOF_CCS,BE34,power,0,0.0
690,BF_BOF_CCS,BE35,power,0,0.0
691,BF_BOF_CCS,BG31,power,0,0.0
692,BF_BOF_CCS,BG32,power,0,0.0
693,BF_BOF_CCS,BG33,power,0,0.0
694,BF_BOF_CCS,BG34,power,0,0.0
695,BF_BOF_CCS,BG41,power,0,0.0
696,BF_BOF_CCS,BG42,power,0,0.0
697,BF_BOF_CCS,CH01,power,0,0.0
698,BF_BOF_CCS,CH02,power,0,0.0
699,BF_BOF_CCS,CH03,power,0,0.0
700,BF_BOF_CCS,CH04,power,0,0.0
701,BF_BOF_CCS,CH05,power,0,0.0
702,BF_BOF_CCS,CH06,power,0,0.0
703,BF_BOF_CCS,CH07,power,0,0.0
704,BF_BOF_CCS,CY00,power,0,0.0
705,BF_BOF_CCS,CZ01,power,0,0.0
706,BF_BOF_CCS,CZ02,power,0,0.0
707,BF_BOF_CCS,CZ03,power,0,0.0
708,BF_BOF_CCS,CZ04,power,0,0.0
709,BF_BOF_CCS,CZ05,power,0,0.0
710,BF_BOF_CCS,CZ06,power,0,0.0
711,BF_BOF_CCS,CZ07,power,0,0.0
712,BF_BOF_CCS,CZ08,power,0,0.0
713,BF_BOF_CCS,DE11,power,0,0.0
714,BF_BOF_CCS,DE12,power,0,0.0
715,BF_BOF_CCS,DE13,power,0,0.0
716,BF_BOF_CCS,DE14,power,0,0.0
717,BF_BOF_CCS,DE21,power,0,0.0
718,BF_BOF_CCS,DE22,power,0,0.0
719,BF_BOF_CCS,DE23,power,0,0.0
720,BF_BOF_CCS,DE24,power,0,0.0
721,BF_BOF_CCS,DE25,power,0,0.0
722,BF_BOF_CCS,DE26,power,0,0.0
723,BF_BOF_CCS,DE27,power,0,0.0
724,BF_BOF_CCS,DE30,power,0,0.0
725,BF_BOF_CCS,DE40,power,0,0.0
726,BF_BOF_CCS,DE50,power,0,0.0
727,BF_BOF_CCS,DE60,power,0,0.0
728,BF_BOF_CCS,DE71,power,0,0.0
729,BF_BOF_CCS,DE72,power,0,0.0
730,BF_BOF_CCS,DE73,power,0,0.0
731,BF_BOF_CCS,DE80,power,0,0.0
732,BF_BOF_CCS,DE91,power,0,0.0
733,BF_BOF_CCS,DE92,power,0,0.0
734,BF_BOF_CCS,DE93,power,0,0.0
735,BF_BOF_CCS,DE94,power,0,0.0
736,BF_BOF_CCS,DEA1,power,0,0.0
737,BF_BOF_CCS,DEA2,power,0,0.0
738,BF_BOF_CCS,DEA3,power,0,0.0
739,BF_BOF_CCS,DEA4,power,0,0.0
740,BF_BOF_CCS,DEA5,power,0,0.0
741,BF_BOF_CCS,DEB1,power,0,0.0
742,BF_BOF_CCS,DEB2,power,0,0.0
743,BF_BOF_CCS,DEB3,power,0,0.0
744,BF_BOF_CCS,DEC0,power,0,0.0
745,BF_BOF_CCS,DED2,power,0,0.0
746,BF_BOF_CCS,DED4,power,0,0.0
747,BF_BOF_CCS,DED5,power,0,0.0
748,BF_BOF_CCS,DEE0,power,0,0.0
749,BF_BOF_CCS,DEF0,power,0,0.0
750,BF_BOF_CCS,DEG0,power,0,0.0
751,BF_BOF_CCS,DK01,power,0,0.0
752,BF_BOF_CCS,DK02,power,0,0.0
753,BF_BOF_CCS,DK03,power,0,0.0
754,BF_BOF_CCS,DK04,power,0,0.0
755,BF_BOF_CCS,DK05,power,0,0.0
756,BF_BOF_CCS,EE00,power,0,0.0
757,BF_BOF_CCS,EL30,power,0,0.0
758,BF_BOF_CCS,EL41,power,0,0.0
759,BF_BOF_CCS,EL42,power,0,0.0
760,BF_BOF_CCS,EL43,power,0,0.0
761,BF_BOF_CCS,EL51,power,0,0.0
762,BF_BOF_CCS,EL52,power,0,0.0
763,BF_BOF_CCS,EL53,power,0,0.0
764,BF_BOF_CCS,EL54,power,0,0.0
765,BF_BOF_CCS,EL61,power,0,0.0
766,BF_BOF_CCS,EL62,power,0,0.0
767,BF_BOF_CCS,EL63,power,0,0.0
768,BF_BOF_CCS,EL64,power,0,0.0
769,BF_BOF_CCS,EL65,power,0,0.0
770,BF_BOF_CCS,ES11,power,0,0.0
771,BF_BOF_CCS,ES12,power,0,0.0
772,BF_BOF_CCS,ES13,power,0,0.0
773,BF_BOF_CCS,ES21,power,0,0.0
774,BF_BOF_CCS,ES22,power,0,0.0
775,BF_BOF_CCS,ES23,power,0,0.0
776,BF_BOF_CCS,ES24,power,0,0.0
777,BF_BOF_CCS,ES30,power,0,0.0
778,BF_BOF_CCS,ES41,power,0,0.0
779,BF_BOF_CCS,ES42,power,0,0.0
780,BF_BOF_CCS,ES43,power,0,0.0
781,BF_BOF_CCS,ES51,power,0,0.0
782,BF_BOF_CCS,ES52,power,0,0.0
783,BF_BOF_CCS,ES53,power,0,0.0
784,BF_BOF_CCS,ES61,power,0,0.0
785,BF_BOF_CCS,ES62,power,0,0.0
786,BF_BOF_CCS,ES63,power,0,0.0
787,BF_BOF_CCS,ES64,power,0,0.0
788,BF_BOF_CCS,ES70,power,0,0.0
789,BF_BOF_CCS,FI19,power,0,0.0
790,BF_BOF_CCS,FI1B,power,0,0.0
791,BF_BOF_CCS,FI1C,power,0,0.0
792,BF_BOF_CCS,FI1D,power,0,0.0
793,BF_BOF_CCS,FI20,power,0,0.0
794,BF_BOF_CCS,FR10,power,0,0.0
795,BF_BOF_CCS,FRB0,power,0,0.0
796,BF_BOF_CCS,FRC1,power,0,0.0
797,BF_BOF_CCS,FRC2,power,0,0.0
798,BF_BOF_CCS,FRD1,power,0,0.0
799,BF_BOF_CCS,FRD2,power,0,0.0
800,BF_BOF_CCS,FRE1,power,0,0.0
801,BF_BOF_CCS,FRE2,power,0,0.0
802,BF_BOF_CCS,FRF1,power,0,0.0
803,BF_BOF_CCS,FRF2,power,0,0.0
804,BF_BOF_CCS,FRF3,power,0,0.0
805,BF_BOF_CCS,FRG0,power,0,0.0
806,BF_BOF_CCS,FRH0,power,0,0.0
807,BF_BOF_CCS,FRI1,power,0,0.0
808,BF_BOF_CCS,FRI2,power,0,0.0
809,BF_BOF_CCS,FRI3,power,0,0.0
810,BF_BOF_CCS,FRJ1,power,0,0.0
811,BF_BOF_CCS,FRJ2,power,0,0.0
812,BF_BOF_CCS,FRK1,power,0,0.0
813,BF_BOF_CCS,FRK2,power,0,0.0
814,BF_BOF_CCS,FRL0,power,0,0.0
815,BF_BOF_CCS,FRM0,power,0,0.0
816,BF_BOF_CCS,FRY1,power,0,0.0
817,BF_BOF_CCS,FRY2,power,0,0.0
818,BF_BOF_CCS,FRY3,power,0,0.0
819,BF_BOF_CCS,FRY4,power,0,0.0
820,BF_BOF_CCS,FRY5,power,0,0.0
821,BF_BOF_CCS,HR02,power,0,0.0
822,BF_BOF_CCS,HR03,power,0,0.0
823,BF_BOF_CCS,HR05,power,0,0.0
824,BF_BOF_CCS,HR06,power,0,0.0
825,BF_BOF_CCS,HU11,power,0,0.0
826,BF_BOF_CCS,HU12,power,0,0.0
827,BF_BOF_CCS,HU21,power,0,0.0
828,BF_BOF_CCS,HU22,power,0,0.0
829,BF_BOF_CCS,HU23,power,0,0.0
830,BF_BOF_CCS,HU31,power,0,0.0
831,BF_BOF_CCS,HU32,power,0,0.0
832,BF_BOF_CCS,HU33,power,0,0.0
833,BF_BOF_CCS,IE04,power,0,0.0
834,BF_BOF_CCS,IE05,power,0,0.0
835,BF_BOF_CCS,IE06,power,0,0.0
836,BF_BOF_CCS,IS00,power,0,0.0
837,BF_BOF_CCS,ITC1,power,0,0.0
838,BF_BOF_CCS,ITC2,power,0,0.0
839,BF_BOF_CCS,ITC3,power,0,0.0
840,BF_BOF_CCS,ITC4,power,0,0.0
841,BF_BOF_CCS,ITF1,power,0,0.0
842,BF_BOF_CCS,ITF2,power,0,0.0
843,BF_BOF_CCS,ITF3,power,0,0.0
844,BF_BOF_CCS,ITF4,power,0,0.0
845,BF_BOF_CCS,ITF5,power,0,0.0
846,BF_BOF_CCS,ITF6,power,0,0.0
847,BF_BOF_CCS,ITG1,power,0,0.0
848,BF_BOF_CCS,ITG2,power,0,0.0
849,BF_BOF_CCS,ITH1,power,0,0.0
850,BF_BOF_CCS,ITH2,power,0,0.0
851,BF_BOF_CCS,ITH3,power,0,0.0
852,BF_BOF_CCS,ITH4,power,0,0.0
853,BF_BOF_CCS,ITH5,power,0,0.0
854,BF_BOF_CCS,ITI1,power,0,0.0
855,BF_BOF_CCS,ITI2,power,0,0.0
856,BF_BOF_CCS,ITI3,power,0,0.0
857,BF_BOF_CCS,ITI4,power,0,0.0
858,BF_BOF_CCS,LI00,power,0,0.0
859,BF_BOF_CCS,LT01,power,0,0.0
860,BF_BOF_CCS,LT02,power,0,0.0
861,BF_BOF_CCS,LU00,power,0,0.0
862,BF_BOF_CCS,LV00,power,0,0.0
863,BF_BOF_CCS,ME00,power,0,0.0
864,BF_BOF_CCS,MK00,power,0,0.0
865,BF_BOF_CCS,MT00,power,0,0.0
866,BF_BOF_CCS,NL11,power,0,0.0
867,BF_BOF_CCS,NL12,power,0,0.0
868,BF_BOF_CCS,NL13,power,0,0.0
869,BF_BOF_CCS,NL21,power,0,0.0
870,BF_BOF_CCS,NL22,power,0,0.0
871,BF_BOF_CCS,NL23,power,0,0.0
872,BF_BOF_CCS,NL31,power,0,0.0
873,BF_BOF_CCS,NL32,power,0,0.45662100456621
874,BF_BOF_CCS,NL33,power,0,0.0
875,BF_BOF_CCS,NL34,power,0,0.0
876,BF_BOF_CCS,NL41,power,0,0.0
877,BF_BOF_CCS,NL42,power,0,0.0
878,BF_BOF_CCS,NO02,power,0,0.0
879,BF_BOF_CCS,NO06,power,0,0.0
880,BF_BOF_CCS,NO07,power,0,0.0
881,BF_BOF_CCS,NO08,power,0,0.0
882,BF_BOF_CCS,NO09,power,0,0.0
883,BF_BOF_CCS,NO0A,power,0,0.0
884,BF_BOF_CCS,NO0B,power,0,0.0
885,BF_BOF_CCS,PL21,power,0,0.0
886,BF_BOF_CCS,PL22,power,0,0.0
887,BF_BOF_CCS,PL41,power,0,0.0
888,BF_BOF_CCS,PL42,power,0,0.0
889,BF_BOF_CCS,PL43,power,0,0.0
890,BF_BOF_CCS,PL51,power,0,0.0
891,BF_BOF_CCS,PL52,power,0,0.0
892,BF_BOF_CCS,PL61,power,0,0.0
893,BF_BOF_CCS,PL62,power,0,0.0
894,BF_BOF_CCS,PL63,power,0,0.0
895,BF_BOF_CCS,PL71,power,0,0.0
896,BF_BOF_CCS,PL72,power,0,0.0
897,BF_BOF_CCS,PL81,power,0,0.0
898,BF_BOF_CCS,PL82,power,0,0.0
899,BF_BOF_CCS,PL84,power,0,0.0
900,BF_BOF_CCS,PL91,power,0,0.0
901,BF_BOF_CCS,PL92,power,0,0.0
902,BF_BOF_CCS,PT11,power,0,0.0
903,BF_BOF_CCS,PT15,power,0,0.0
904,BF_BOF_CCS,PT16,power,0,0.0
905,BF_BOF_CCS,PT17,power,0,0.0
906,BF_BOF_CCS,PT18,power,0,0.0
907,BF_BOF_CCS,PT20,power,0,0.0
908,BF_BOF_CCS,PT30,power,0,0.0
909,BF_BOF_CCS,RO11,power,0,0.0
910,BF_BOF_CCS,RO12,power,0,0.0
911,BF_BOF_CCS,RO21,power,0,0.0
912,BF_BOF_CCS,RO22,power,0,0.0
913,BF_BOF_CCS,RO31,power,0,0.0
914,BF_BOF_CCS,RO32,power,0,0.0
915,BF_BOF_CCS,RO41,power,0,0.0
916,BF_BOF_CCS,RO42,power,0,0.0
917,BF_BOF_CCS,RS11,power,0,0.0
918,BF_BOF_CCS,RS12,power,0,0.0
919,BF_BOF_CCS,RS21,power,0,0.0
920,BF_BOF_CCS,RS22,power,0,0.0
921,BF_BOF_CCS,SE11,power,0,0.0
922,BF_BOF_CCS,SE12,power,0,0.0
923,BF_BOF_CCS,SE21,power,0,0.0
924,BF_BOF_CCS,SE22,power,0,0.0
925,BF_BOF_CCS,SE23,power,0,0.0
926,BF_BOF_CCS,SE31,power,0,0.0
927,BF_BOF_CCS,SE32,power,0,0.0
928,BF_BOF_CCS,SE33,power,0,0.0
929,BF_BOF_CCS,SI03,power,0,0.0
930,BF_BOF_CCS,SI04,power,0,0.0
931,BF_BOF_CCS,SK01,power,0,0.0
932,BF_BOF_CCS,SK02,power,0,0.0
933,BF_BOF_CCS,SK03,power,0,0.0
934,BF_BOF_CCS,SK04,power,0,0.0
935,BF_BOF_CCS,TR10,power,0,0.0
936,BF_BOF_CCS,TR21,power,0,0.0
937,BF_BOF_CCS,TR22,power,0,0.0
938,BF_BOF_CCS,TR31,power,0,0.0
939,BF_BOF_CCS,TR32,power,0,0.0
940,BF_BOF_CCS,TR33,power,0,0.0
941,BF_BOF_CCS,TR41,power,0,0.0
942,BF_BOF_CCS,TR42,power,0,0.0
943,BF_BOF_CCS,TR51,power,0,0.0
944,BF_BOF_CCS,TR52,power,0,0.0
945,BF_BOF_CCS,TR61,power,0,0.0
946,BF_BOF_CCS,TR62,power,0,0.0
947,BF_BOF_CCS,TR63,power,0,0.0
948,BF_BOF_CCS,TR71,power,0,0.0
949,BF_BOF_CCS,TR72,power,0,0.0
950,BF_BOF_CCS,TR81,power,0,0.0
951,BF_BOF_CCS,TR82,power,0,0.0
952,BF_BOF_CCS,TR83,power,0,0.0
953,BF_BOF_CCS,TR90,power,0,0.0
954,BF_BOF_CCS,TRA1,power,0,0.0
955,BF_BOF_CCS,TRA2,power,0,0.0
956,BF_BOF_CCS,TRB1,power,0,0.0
957,BF_BOF_CCS,TRB2,power,0,0.0
958,BF_BOF_CCS,TRC1,power,0,0.0
959,BF_BOF_CCS,TRC2,power,0,0.0
960,BF_BOF_CCS,TRC3,power,0,0.0
961,BF_BOF_CCS,UKC1,power,0,0.0
962,BF_BOF_CCS,UKC2,power,0,0.0
963,BF_BOF_CCS,UKD1,power,0,0.0
964,BF_BOF_CCS,UKD3,power,0,0.0
965,BF_BOF_CCS,UKD4,power,0,0.0
966,BF_BOF_CCS,UKD6,power,0,0.0
967,BF_BOF_CCS,UKD7,power,0,0.0
968,BF_BOF_CCS,UKE1,power,0,0.0
969,BF_BOF_CCS,UKE2,power,0,0.0
970,BF_BOF_CCS,UKE3,power,0,0.0
971,BF_BOF_CCS,UKE4,power,0,0.0
972,BF_BOF_CCS,UKF1,power,0,0.0
973,BF_BOF_CCS,UKF2,power,0,0.0
974,BF_BOF_CCS,UKF3,power,0,0.0
975,BF_BOF_CCS,UKG1,power,0,0.0
976,BF_BOF_CCS,UKG2,power,0,0.0
977,BF_BOF_CCS,UKG3,power,0,0.0
978,BF_BOF_CCS,UKH1,power,0,0.0
979,BF_BOF_CCS,UKH2,power,0,0.0
980,BF_BOF_CCS,UKH3,power,0,0.0
981,BF_BOF_CCS,UKI3,power,0,0.0
982,BF_BOF_CCS,UKI4,power,0,0.0
983,BF_BOF_CCS,UKI5,power,0,0.0
984,BF_BOF_CCS,UKI6,power,0,0.0
985,BF_BOF_CCS,UKI7,power,0,0.0
986,BF_BOF_CCS,UKJ1,power,0,0.0
987,BF_BOF_CCS,UKJ2,power,0,0.0
988,BF_BOF_CCS,UKJ3,power,0,0.0
989,BF_BOF_CCS,UKJ4,power,0,0.0
990,BF_BOF_CCS,UKK1,power,0,0.0
991,BF_BOF_CCS,UKK2,power,0,0.0
992,BF_BOF_CCS,UKK3,power,0,0.0
993,BF_BOF_CCS,UKK4,power,0,0.0
994,BF_BOF_CCS,UKL1,power,0,0.0
995,BF_BOF_CCS,UKL2,power,0,0.0
996,BF_BOF_CCS,UKM5,power,0,0.0
997,BF_BOF_CCS,UKM6,power,0,0.0
998,BF_BOF_CCS,UKM7,power,0,0.0
999,BF_BOF_CCS,UKM8,power,0,0.0
1000,BF_BOF_CCS,UKM9,power,0,0.0
1001,BF_BOF_CCS,UKN0,power,0,0.0
1002,DAC,AL01,power,0,0.0
1003,DAC,AL02,power,0,0.0
1004,DAC,AL03,power,0,0.0
1005,DAC,AT11,power,0,0.0
1006,DAC,AT12,power,0,0.0
1007,DAC,AT13,power,0,0.0
1008,DAC,AT21,power,0,0.0
1009,DAC,AT22,power,0,0.0
1010,DAC,AT31,power,0,0.0
1011,DAC,AT32,power,0,0.0
1012,DAC,AT33,power,0,0.0
1013,DAC,AT34,power,0,0.0
1014,DAC,BE10,power,0,0.0
1015,DAC,BE21,power,0,0.0
1016,DAC,BE22,power,0,0.0
1017,DAC,BE23,power,0,0.0
1018,DAC,BE24,power,0,0.0
1019,DAC,BE25,power,0,0.0
1020,DAC,BE31,power,0,0.0
1021,DAC,BE32,power,0,0.0
1022,DAC,BE33,power,0,0.0
1023,DAC,BE34,power,0,0.0
1024,DAC,BE35,power,0,0.0
1025,DAC,BG31,power,0,0.0
1026,DAC,BG32,power,0,0.0
1027,DAC,BG33,power,0,0.0
1028,DAC,BG34,power,0,0.0
1029,DAC,BG41,power,0,0.0
1030,DAC,BG42,power,0,0.0
1031,DAC,CH01,power,0,0.0
1032,DAC,CH02,power,0,0.0
1033,DAC,CH03,power,0,0.0
1034,DAC,CH04,power,0,0.0
1035,DAC,CH05,power,0,0.0
1036,DAC,CH06,power,0,0.0
1037,DAC,CH07,power,0,0.0
1038,DAC,CY00,power,0,0.0
1039,DAC,CZ01,power,0,0.0
1040,DAC,CZ02,power,0,0.0
1041,DAC,CZ03,power,0,0.0
1042,DAC,CZ04,power,0,0.0
1043,DAC,CZ05,power,0,0.0
1044,DAC,CZ06,power,0,0.0
1045,DAC,CZ07,power,0,0.0
1046,DAC,CZ08,power,0,0.0
1047,DAC,DE11,power,0,0.0
1048,DAC,DE12,power,0,0.0
1049,DAC,DE13,power,0,0.0
1050,DAC,DE14,power,0,0.0
1051,DAC,DE21,power,0,0.0
1052,DAC,DE22,power,0,0.0
1053,DAC,DE23,power,0,0.0
1054,DAC,DE24,power,0,0.0
1055,DAC,DE25,power,0,0.0
1056,DAC,DE26,power,0,0.0
1057,DAC,DE27,power,0,0.0
1058,DAC,DE30,power,0,0.0
1059,DAC,DE40,power,0,0.0
1060,DAC,DE50,power,0,0.0
1061,DAC,DE60,power,0,0.0
1062,DAC,DE71,power,0,0.0
1063,DAC,DE72,power,0,0.0
1064,DAC,DE73,power,0,0.0
1065,DAC,DE80,power,0,0.0
1066,DAC,DE91,power,0,0.0
1067,DAC,DE92,power,0,0.0
1068,DAC,DE93,power,0,0.0
1069,DAC,DE94,power,0,0.0
1070,DAC,DEA1,power,0,0.0
1071,DAC,DEA2,power,0,0.0
1072,DAC,DEA3,power,0,0.0
1073,DAC,DEA4,power,0,0.0
1074,DAC,DEA5,power,0,0.0
1075,DAC,DEB1,power,0,0.0
1076,DAC,DEB2,power,0,0.0
1077,DAC,DEB3,power,0,0.0
1078,DAC,DEC0,power,0,0.0
1079,DAC,DED2,power,0,0.0
1080,DAC,DED4,power,0,0.0
1081,DAC,DED5,power,0,0.0
1082,DAC,DEE0,power,0,0.0
1083,DAC,DEF0,power,0,0.0
1084,DAC,DEG0,power,0,0.0
1085,DAC,DK01,power,0,0.0
1086,DAC,DK02,power,0,0.0
1087,DAC,DK03,power,0,0.0
1088,DAC,DK04,power,0,0.0
1089,DAC,DK05,power,0,0.0
1090,DAC,EE00,power,0,0.0
1091,DAC,EL30,power,0,0.0
1092,DAC,EL41,power,0,0.0
1093,DAC,EL42,power,0,0.0
1094,DAC,EL43,power,0,0.0
1095,DAC,EL51,power,0,0.0
1096,DAC,EL52,power,0,0.0
1097,DAC,EL53,power,0,0.0
1098,DAC,EL54,power,0,0.0
1099,DAC,EL61,power,0,0.0
1100,DAC,EL62,power,0,0.0
1101,DAC,EL63,power,0,0.0
1102,DAC,EL64,power,0,0.0
1103,DAC,EL65,power,0,0.0
1104,DAC,ES11,power,0,0.0
1105,DAC,ES12,power,0,0.0
1106,DAC,ES13,power,0,0.0
1107,DAC,ES21,power,0,0.0
1108,DAC,ES22,power,0,0.0
1109,DAC,ES23,power,0,0.0
1110,DAC,ES24,power,0,0.0
1111,DAC,ES30,power,0,0.0
1112,DAC,ES41,power,0,0.0
1113,DAC,ES42,power,0,0.0
1114,DAC,ES43,power,0,0.0
1115,DAC,ES51,power,0,0.0
1116,DAC,ES52,power,0,0.0
1117,DAC,ES53,power,0,0.0
1118,DAC,ES61,power,0,0.0
1119,DAC,ES62,power,0,0.0
1120,DAC,ES63,power,0,0.0
1121,DAC,ES64,power,0,0.0
1122,DAC,ES70,power,0,0.0
1123,DAC,FI19,power,0,0.0
1124,DAC,FI1B,power,0,0.0
1125,DAC,FI1C,power,0,0.0
1126,DAC,FI1D,power,0,0.0
1127,DAC,FI20,power,0,0.0
1128,DAC,FR10,power,0,0.0
1129,DAC,FRB0,power,0,0.0
1130,DAC,FRC1,power,0,0.0
1131,DAC,FRC2,power,0,0.0
1132,DAC,FRD1,power,0,0.0
1133,DAC,FRD2,power,0,0.0
1134,DAC,FRE1,power,0,0.0
1135,DAC,FRE2,power,0,0.0
1136,DAC,FRF1,power,0,0.0
1137,DAC,FRF2,power,0,0.0
1138,DAC,FRF3,power,0,0.0
1139,DAC,FRG0,power,0,0.0
1140,DAC,FRH0,power,0,0.0
1141,DAC,FRI1,power,0,0.0
1142,DAC,FRI2,power,0,0.0
1143,DAC,FRI3,power,0,0.0
1144,DAC,FRJ1,power,0,0.0
1145,DAC,FRJ2,power,0,0.0
1146,DAC,FRK1,power,0,0.0
1147,DAC,FRK2,power,0,0.0
1148,DAC,FRL0,power,0,0.0
1149,DAC,FRM0,power,0,0.0
1150,DAC,FRY1,power,0,0.0
1151,DAC,FRY2,power,0,0.0
1152,DAC,FRY3,power,0,0.0
1153,DAC,FRY4,power,0,0.0
1154,DAC,FRY5,power,0,0.0
1155,DAC,HR02,power,0,0.0
1156,DAC,HR03,power,0,0.0
1157,DAC,HR05,power,0,0.0
1158,DAC,HR06,power,0,0.0
1159,DAC,HU11,power,0,0.0
1160,DAC,HU12,power,0,0.0
1161,DAC,HU21,power,0,0.0
1162,DAC,HU22,power,0,0.0
1163,DAC,HU23,power,0,0.0
1164,DAC,HU31,power,0,0.0
1165,DAC,HU32,power,0,0.0
1166,DAC,HU33,power,0,0.0
1167,DAC,IE04,power,0,0.0
1168,DAC,IE05,power,0,0.0
1169,DAC,IE06,power,0,0.0
1170,DAC,IS00,power,0,0.0
1171,DAC,ITC1,power,0,0.0
1172,DAC,ITC2,power,0,0.0
1173,DAC,ITC3,power,0,0.0
1174,DAC,ITC4,power,0,0.0
1175,DAC,ITF1,power,0,0.0
1176,DAC,ITF2,power,0,0.0
1177,DAC,ITF3,power,0,0.0
1178,DAC,ITF4,power,0,0.0
1179,DAC,ITF5,power,0,0.0
1180,DAC,ITF6,power,0,0.0
1181,DAC,ITG1,power,0,0.0
